Region;Documents;Citable documents;Citations;Self-Citations;Citations per Document;H index
Africa;330;304;1004;142;3.04;75
America;321;294;328;55;1.02;64
Asia;310;281;346;74;1.12;43
Africa;307;278;824;86;2.68;56
Asia;303;288;427;64;1.41;61
Europa;286;277;319;80;1.12;23
Asia;286;283;480;97;1.68;42
Africa;254;243;597;99;2.35;62
Asia;238;217;902;119;3.79;57
Africa;237;225;671;80;2.83;59
Asia;234;194;253;61;1.08;44
America;232;224;1339;90;5.77;71
Africa;204;184;234;73;1.15;45
America;202;189;639;42;3.16;58
Africa;198;191;1411;91;7.13;60
Asia;196;189;574;100;2.93;49
Africa;182;171;353;46;1.94;62
Africa;176;167;361;68;2.05;43
Oceania;162;157;317;46;1.96;46
Oceania;154;144;432;85;2.81;63
Africa;140;131;571;53;4.08;67
Oceania;138;132;481;77;3.49;59
America;136;126;244;19;1.79;48
Africa;128;120;719;85;5.62;85
America;125;105;437;25;3.50;55
Oceania;118;112;410;91;3.47;50
Asia;111;100;210;50;1.89;35
Asia;111;110;152;17;1.37;41
Asia;111;107;95;23;0.86;24
America;110;107;255;19;2.32;51
Africa;107;102;239;32;2.23;51
America;103;97;238;19;2.31;36
Africa;101;95;89;14;0.88;33
Europa;100;98;384;77;3.84;40
Europa;99;90;508;30;5.13;64
Europa;98;95;163;16;1.66;44
America;95;86;120;1;1.26;27
Asia;94;89;70;9;0.74;67
Asia;93;84;139;19;1.49;24
America;89;81;147;19;1.65;46
America;86;81;210;18;2.44;43
America;82;80;126;16;1.54;45
Africa;79;78;212;11;2.68;35
America;75;70;212;15;2.83;46
Africa;68;65;115;21;1.69;28
America;59;52;201;27;3.41;39
Africa;57;50;162;3;2.84;33
America;54;51;876;7;16.22;34
Oceania;49;44;134;13;2.73;48
Africa;48;44;121;21;2.52;23
Europa;46;45;240;17;5.22;40
Asia;46;46;44;14;0.96;17
Africa;45;44;154;4;3.42;31
Africa;43;39;80;13;1.86;37
America;42;42;212;29;5.05;62
Africa;42;41;57;7;1.36;23
Asia;41;41;47;13;1.15;20
Africa;37;36;184;14;4.97;36
Africa;37;35;116;43;3.14;44
Africa;37;36;65;14;1.76;28
Africa;37;34;101;24;2.73;38
Africa;34;33;73;5;2.15;26
America;33;32;28;1;0.85;28
America;33;27;48;4;1.45;18
America;31;28;85;10;2.74;18
America;30;28;55;2;1.83;30
America;28;27;76;20;2.71;29
America;27;26;114;14;4.22;25
Asia;24;22;34;19;1.42;18
Africa;24;20;30;3;1.25;29
America;23;21;88;3;3.83;29
Africa;23;22;37;2;1.61;16
Oceania;22;21;56;21;2.55;24
America;21;17;48;1;2.29;16
Africa;20;16;11;1;0.55;15
Europa;20;20;37;9;1.85;19
Africa;16;16;29;8;1.81;13
Asia;15;13;24;11;1.60;10
Africa;14;13;7;0;0.50;28
Oceania;14;14;35;12;2.50;27
America;12;12;26;1;2.17;39
Oceania;12;11;31;5;2.58;20
Europa;11;10;38;0;3.45;18
America;11;9;14;0;1.27;10
Africa;11;11;41;7;3.73;17
America;11;9;21;0;1.91;26
Oceania;11;11;79;3;7.18;22
America;9;9;22;4;2.44;23
America;8;7;19;0;2.38;10
Oceania;8;5;13;1;1.63;19
Europa;7;7;19;1;2.71;16
Africa;7;7;4;0;0.57;8
Oceania;7;7;21;0;3.00;23
Africa;7;6;8;0;1.14;13
Oceania;6;6;22;2;3.67;10
Africa;6;6;7;0;1.17;11
America;6;6;25;1;4.17;17
Oceania;5;5;12;0;2.40;17
America;4;3;20;0;5.00;14
Oceania;4;4;17;0;4.25;14
America;4;4;10;0;2.50;11
America;3;3;24;2;8.00;5
Europa;3;3;1;0;0.33;8
Africa;3;2;0;0;0.00;15
Europa;3;3;6;0;2.00;4
Europa;2;1;5;0;2.50;2
Asia;2;2;1;0;0.50;13
America;2;2;7;0;3.50;10
Africa;1;1;0;0;0.00;7
Oceania;1;0;0;0;0.00;1
America;1;1;0;0;0.00;1
Oceania;1;1;21;0;21.00;7
America;1;1;0;0;0.00;8
America;563292;510511;362850;204506;0.64;1518
Asia;425677;416292;127012;76245;0.30;436
Europa;162574;144851;113200;39067;0.70;934
Europa;148278;137200;103654;37698;0.70;815
Asia;121668;114592;53270;19320;0.44;694
Europa;108092;98974;68294;21540;0.63;742
Asia;106029;98968;29871;13553;0.28;341
Europa;92906;84444;62598;24130;0.67;654
America;88711;81426;58799;16230;0.66;725
Europa;79383;72633;46092;14584;0.58;531
Oceania;76357;69231;50134;16784;0.66;583
Asia;71072;67783;28307;9143;0.40;375
America;59111;56017;18570;6685;0.31;342
Europa;50939;46538;43347;10980;0.85;636
Europa;43930;42512;13057;5519;0.30;355
Asia;41188;39229;15730;4778;0.38;300
Asia;39240;37313;11825;5525;0.30;158
Europa;38450;35381;33975;8156;0.88;629
Asia;37446;34462;10675;3392;0.29;237
Europa;34933;33494;14454;5356;0.41;336
Europa;33033;30818;25236;5938;0.76;567
Europa;28196;26141;21907;5021;0.78;502
Asia;23190;22497;6497;2794;0.28;145
Europa;21382;19585;18147;4212;0.85;476
Europa;20765;19071;14828;3321;0.71;416
Europa;20106;18654;10491;3079;0.52;269
Europa;18029;17204;8652;2691;0.48;268
America;17662;16592;6637;1759;0.38;261
Asia;17278;15919;11931;2454;0.69;456
Asia;17052;16021;11617;2902;0.68;308
Europa;17029;15448;9277;2145;0.54;295
Europa;16863;15349;11468;2769;0.68;362
Europa;16687;15701;11383;2815;0.68;407
Africa;15181;14180;8224;2642;0.54;260
Asia;14820;13935;8527;1944;0.58;325
Asia;14114;13460;6545;1997;0.46;144
Europa;13651;13282;4490;1618;0.33;153
Asia;13554;12908;4339;1407;0.32;148
Oceania;12664;11471;7843;2239;0.62;318
Europa;11419;10454;7539;1645;0.66;299
America;11346;10611;5160;1152;0.45;249
Asia;11313;10805;4095;1083;0.36;190
Asia;10915;10493;3718;1343;0.34;130
Europa;9379;8845;4920;1117;0.52;277
Europa;9004;8720;2583;873;0.29;159
America;8601;8145;4742;1256;0.55;214
Europa;6992;6686;2651;731;0.38;86
America;6523;6142;2461;531;0.38;151
Europa;6081;5854;2302;691;0.38;165
Europa;5928;5634;2227;490;0.38;161
Africa;5672;5242;1175;358;0.21;97
Europa;5371;5112;2780;671;0.52;172
Africa;4926;4628;834;217;0.17;103
Africa;4561;4400;798;271;0.17;89
Asia;4175;4033;1280;349;0.31;126
Europa;3654;3497;1503;288;0.41;154
Africa;3577;3240;1202;349;0.34;109
Asia;3443;3315;1247;286;0.36;122
Asia;2982;2804;882;203;0.30;100
Asia;2911;2796;892;304;0.31;112
Europa;2712;2614;1089;268;0.40;122
Europa;2428;2330;1672;302;0.69;148
Asia;2298;2217;521;122;0.23;92
America;2180;2052;580;113;0.27;106
Africa;1955;1858;1153;274;0.59;149
Asia;1824;1683;734;121;0.40;109
Europa;1820;1660;981;157;0.54;100
America;1733;1643;412;90;0.24;141
Asia;1690;1594;739;237;0.44;60
Asia;1631;1534;737;166;0.45;131
Asia;1614;1537;379;122;0.23;46
Asia;1607;1574;339;156;0.21;59
Europa;1584;1494;1042;145;0.66;114
Europa;1494;1388;755;192;0.51;92
Europa;1393;1355;495;91;0.36;94
America;1390;1257;703;129;0.51;126
Africa;1365;1310;461;134;0.34;82
Europa;1299;1187;1187;173;0.91;181
Asia;1265;1200;322;65;0.25;92
Asia;1168;1068;436;101;0.37;74
Africa;1133;1048;508;92;0.45;82
Asia;1101;1057;344;70;0.31;96
Africa;1076;1012;706;152;0.66;111
America;1069;1002;564;105;0.53;114
Africa;993;933;657;134;0.66;102
Europa;980;927;994;136;1.01;116
Africa;975;936;444;96;0.46;78
Europa;894;797;921;95;1.03;90
Asia;803;737;307;68;0.38;80
Asia;753;731;371;98;0.49;41
America;736;694;765;50;1.04;141
Europa;712;680;154;28;0.22;49
Europa;708;688;396;46;0.56;50
America;685;638;406;91;0.59;92
Europa;665;642;147;41;0.22;67
Africa;657;634;156;27;0.24;58
America;626;595;300;44;0.48;115
Africa;576;535;213;54;0.37;83
Asia;516;490;128;30;0.25;64
Asia;505;479;139;55;0.28;58
Europa;493;464;47;15;0.10;40
Europa;479;438;205;39;0.43;70
Asia;471;449;127;40;0.27;48
America;454;433;331;70;0.73;119
Africa;430;411;245;35;0.57;81
Africa;423;393;408;54;0.96;89
Asia;420;378;90;16;0.21;43
Africa;411;397;112;22;0.27;41
Africa;386;371;137;53;0.35;55
Europa;386;377;154;44;0.40;68
Asia;381;363;136;31;0.36;61
Africa;377;368;171;30;0.45;71
Africa;354;331;100;10;0.28;63
Asia;344;320;113;31;0.33;42
Africa;344;319;289;62;0.84;75
Africa;331;311;221;25;0.67;56
Europa;317;312;57;29;0.18;23
Africa;306;295;122;29;0.40;76
America;278;254;127;14;0.46;64
America;267;255;192;50;0.72;71
America;267;253;82;9;0.31;67
Africa;256;244;128;39;0.50;62
Asia;249;218;68;13;0.27;44
Asia;248;233;228;53;0.92;57
Africa;232;210;143;34;0.62;43
Africa;218;203;179;22;0.82;60
Africa;211;199;135;28;0.64;62
Africa;207;193;64;18;0.31;45
America;205;187;131;13;0.64;58
Oceania;204;192;132;69;0.65;46
Africa;196;187;196;18;1.00;59
Asia;187;183;71;15;0.38;49
Africa;156;147;91;15;0.58;67
Africa;149;134;239;10;1.60;85
Asia;147;133;78;16;0.53;35
Oceania;143;137;100;28;0.70;63
America;133;126;80;3;0.60;48
Oceania;126;121;81;13;0.64;59
Africa;126;117;32;5;0.25;33
America;119;102;51;2;0.43;55
Europa;119;107;91;10;0.76;64
America;116;108;43;6;0.37;46
Asia;114;112;33;4;0.29;24
America;113;107;77;1;0.68;43
America;110;93;34;3;0.31;27
Europa;106;103;95;17;0.90;40
Africa;104;100;74;8;0.71;51
Asia;97;90;24;3;0.25;41
Europa;96;86;55;8;0.57;44
Africa;90;86;40;4;0.44;35
America;89;83;58;9;0.65;45
America;88;84;47;5;0.53;51
America;86;75;63;13;0.73;39
America;83;81;44;5;0.53;46
America;81;73;20;2;0.25;36
Oceania;78;76;46;11;0.59;50
Asia;73;64;21;1;0.29;24
Oceania;69;60;22;2;0.32;48
Asia;67;62;15;0;0.22;67
Asia;64;62;15;5;0.23;20
Africa;62;61;24;3;0.39;28
America;58;57;61;12;1.05;62
America;55;50;28;3;0.51;34
Africa;46;43;26;2;0.57;31
Africa;46;44;23;3;0.50;38
Africa;45;41;22;2;0.49;33
Africa;45;41;27;1;0.60;23
Africa;41;39;9;2;0.22;28
Africa;39;37;10;1;0.26;37
Africa;38;37;5;1;0.13;26
America;38;33;11;1;0.29;30
Africa;37;31;16;0;0.43;36
Europa;37;33;23;2;0.62;40
Africa;37;36;48;10;1.30;23
America;36;32;4;2;0.11;25
Africa;35;34;12;3;0.34;44
America;34;30;10;1;0.29;18
Africa;33;28;18;3;0.55;13
Africa;29;27;10;2;0.34;16
America;28;25;6;0;0.21;28
America;27;24;7;1;0.26;29
America;27;26;4;1;0.15;18
Oceania;27;27;8;0;0.30;24
Africa;26;24;11;2;0.42;28
America;26;22;8;2;0.31;29
Europa;26;24;13;3;0.50;19
Africa;25;24;8;1;0.32;29
Oceania;21;19;12;2;0.57;27
Africa;20;18;2;0;0.10;11
Europa;18;15;6;1;0.33;18
America;17;13;7;0;0.41;16
Africa;17;17;5;1;0.29;15
Asia;17;16;4;0;0.24;17
Oceania;16;15;1;0;0.06;22
Asia;15;15;12;0;0.80;18
America;14;11;7;0;0.50;39
Oceania;14;13;6;2;0.43;23
Africa;14;12;4;0;0.29;13
Oceania;13;13;1;0;0.08;20
Asia;13;12;6;1;0.46;10
Oceania;12;10;2;0;0.17;19
Europa;11;11;15;3;1.36;16
America;10;9;1;0;0.10;10
America;9;7;1;0;0.11;10
Africa;9;9;4;0;0.44;17
America;8;8;5;0;0.63;26
Oceania;7;7;2;0;0.29;10
America;7;7;2;0;0.29;23
America;7;7;2;0;0.29;17
America;6;6;1;0;0.17;5
America;6;5;1;0;0.17;14
Oceania;6;6;2;0;0.33;17
Oceania;5;5;0;0;0.00;6
Asia;5;5;1;0;0.20;13
Africa;4;3;4;0;1.00;15
Africa;3;2;0;0;0.00;8
Africa;3;3;2;0;0.67;3
America;3;3;2;0;0.67;11
America;3;3;0;0;0.00;10
Oceania;2;2;0;0;0.00;5
Oceania;2;2;0;0;0.00;3
Europa;1;0;0;0;0.00;2
Oceania;1;1;0;0;0.00;3
Oceania;1;1;0;0;0.00;14
Oceania;1;1;1;0;1.00;5
Oceania;1;1;0;0;0.00;2
America;1;1;0;0;0.00;2
Oceania;1;1;0;0;0.00;7
Europa;1;1;0;0;0.00;4
